nohup: ignoring input
31.072,39333.1
14.7997,31285.2
3.65027,35230.9
2.19278,33798.5
7.6431,41244
4.87804,39032.8
4.64685,36118.4
2.737,39527.8
0.869905,35288.4
2.7434,29408.2
0.469787,28354.1
1.48044,28078.3
0.0899155,34855.8
4.28569,30367.9
1.58043,29552.8
0.886475,36314.8
0.803023,27855.3
0.283308,42784.2
0.158187,28910
0.9245,37201.2
1.0937,41345.5
0.490044,29712.2
0.412976,35553.5
0.395265,37532.9
1.09738,35636.1
0.395848,33337
1.03796,35249.3
1.01129,35266.6
0.677093,32535
1.67936,37428.2
0.716129,32406.1
0.718106,38491.5
0.388433,36673.2
0.322653,32204.1
0.535181,36335.1
1.99933,32135.7
0.510247,32680.1
1.47902,33617.2
0.211144,29558.3
0.526678,32178.9
0.262539,27732
0.479289,43361.6
0.424241,32019.7
0.37527,30512.1
0.481735,33784.2
0.197769,38237.3
0.587918,34702.9
0.227484,42195.8
0.0956169,40526.6
0.295148,38844.9
0.358018,31186.3
0.132708,31255.2
0.46079,31369.6
0.506687,28379.3
0.441169,40561.1
0.189344,32028.6
0.781082,37463.6
0.107652,38984.6
0.176179,40772.1
0.1504,35370.4
0.098987,34211.8
0.336243,39820.7
0.0990954,29997.1
0.0842136,35284.2
0.261587,37899.4
0.110349,29770.8
0.259872,39563.5
0.148856,40896.4
0.253695,36333
0.23105,36315.3
0.248222,34876.2
0.289905,37386.5
0.205332,29504.3
0.265797,40102.5
0.160394,42105.7
0.0684993,31062.5
0.168757,28797.4
0.0617864,36548.2
0.0617875,30112.6
0.108157,34186.1
0.182094,41589.9
0.495229,33310.5
0.396408,32354.5
0.290877,33571.3
0.467931,41708
0.109004,31928.1
0.0618858,28824.3
0.241432,39515.1
0.279232,41452
0.0991982,29163.6
0.518284,33930.7
0.162245,31385.6
0.135973,35534.6
0.121929,35218.8
0.0737724,31720.2
0.0934679,33040.1
0.0134233,30072.4
0.324243,33770.6
0.137812,37281.7
0.244472,39319.9
0.100572,32864.8
0.188172,36028.6
0.516242,41986
0.12569,32834.5
0.0871915,42031.8
0.203993,35212.4
0.183777,36896.2
0.0679339,37899.8
0.0952599,39494.5
0.107176,27178.2
0.157978,27127.7
0.363761,39393.4
0.155632,33433.4
0.170481,40548.9
0.201355,30787.8
0.224484,34489.6
0.0903544,36002.1
0.163555,35812.5
0.145894,36312.6
0.0835045,32016.3
0.0360067,32222.6
0.14099,35871
0.224902,33834.5
0.367164,30921
0.0587689,33768.4
0.117606,29152.6
0.098843,31156.4
0.0561973,31874.4
0.546977,41171
0.0894858,32351.4
0.108265,30725.4
0.205874,36335.3
0.0388118,32673.2
0.0549801,35372
0.0462368,30883.9
0.0696769,27260.7
0.107731,33469
0.0228658,36954.5
0.0458042,31338.1
0.0437712,28540.9
0.221561,38380.6
0.108659,35717
0.148143,34591.5
0.14202,35888.9
0.168467,32744.9
0.174241,30669.5
0.101207,33717.8
0.26965,34622.3
0.143496,36967.1
0.0690283,36025.3
0.238258,36346.4
0.0354542,32407.2
0.179106,36744.7
0.135213,36552.6
0.0918166,35914.5
0.0411169,26905.1
0.0729081,34041.9
0.0743008,36935.8
0.0690102,33387.7
0.131807,34778.5
0.0614292,33194.5
0.234687,35520.7
0.0769611,33430.2
0.147881,34709.7
0.269374,31379
0.10063,31369
0.0381485,30544.1
0.183369,36166.5
0.108945,32820.5
0.0560962,34781.1
0.228034,33476.7
0.0814103,33810.3
0.190064,37066.5
0.0881287,34552.3
0.159706,31795.2
0.0950312,29105.8
0.0485547,32251
0.111005,33837.5
0.153445,36590.1
0.0925298,31780.5
0.110975,30908.5
0.0452459,35400.6
0.199446,35448.9
0.0983755,33443
0.0730458,42199.8
0.265359,40763.8
0.0495309,33211.1
0.398166,40033.7
0.0670149,36212.3
0.155532,38168.8
0.105722,31934.6
0.19294,35774.5
0.146325,32166.2
0.0763775,34238.1
0.0884201,39005.7
0.0527549,36717.9
0.0674372,34665.3
0.104347,27032.1
0.135876,39783.4
0.117909,39064.5
0.0428198,40079.4
0.0260867,37864.6
0.0894803,32550.6
0.063198,37097
0.0557313,40566.4
0.155205,34153.3
0.0458237,34680.8
0.0455496,31012.7
0.149099,35772.1
0.176773,38388.3
0.118622,47006.3
0.0720529,38359.8
0.0695285,36664.6
0.0651163,33532.4
0.1197,39296.4
0.0741249,38071.3
0.0336894,39252.2
0.153638,33613.9
0.031959,32938.4
0.0245369,31847.8
0.0233079,32385.4
0.0564244,33876
0.148712,31165.4
0.134924,33238.7
0.0529259,30919.2
0.0874539,38976.3
0.0271575,30713
0.204393,33529.5
0.145554,35168.7
0.129468,35673.6
0.113396,32070.5
0.0609256,34841.2
0.0794927,42678.4
0.0892299,34756
0.0583282,38248.2
0.0633966,30421.4
0.0357797,29415.2
0.0370257,35226.2
0.0528132,40403.4
0.169256,35967.2
0.115463,34268.6
0.068136,35478.8
0.144881,30142.2
0.398701,39948.7
0.0905329,32600.7
0.0271385,29973.4
0.0410811,31741.6
0.0177146,31739
0.0743741,32571.9
0.0432678,34066.1
0.172434,34897
0.0781463,37182.7
0.11799,33383.6
0.192462,35288.6
0.0609271,35724.8
0.00685151,32398.1
0.128075,35901.3
0.0421227,29975.8
0.0660012,33086.1
0.0329946,28652.4
0.135157,34748.8
0.0452105,38076.8
0.376912,42277
0.0522447,37258.2
0.0512151,37369.6
0.0381349,38291.3
0.196655,38565.4
0.047655,33488.2
0.0930638,35541.2
0.122891,38178.4
0.0606915,31945.6
0.0324477,34665.6
0.0604544,36343.1
0.058819,32515.8
0.0902542,34328.5
0.0234883,36272.2
0.0260433,33856.8
0.0368786,33664.5
0.115195,29994.9
0.0911906,40725.4
0.139313,42227.6
0.133843,35580
0.110033,39130.4
0.117581,35891.9
0.0333132,35237.4
0.039366,31309.4
0.0804661,34591.1
0.0388652,31504
0.033727,41033.2
0.137788,34282.4
0.0140101,38954.8
0.0571472,36351.3
0.0253442,30395.5
0.0243545,32596.9
0.0744247,31841.1
0.160328,35189
0.139937,35034.7
0.0385867,32657.8
0.0366993,36891.3
0.00136637,31557.6
0.0391514,32180.4
0.0238843,40099.9
0.0232041,35180.2
0.0979249,38614.2
0.0809942,36221
0.0492505,31605.6
0.0539397,36266.2
0.0965517,40805.5
0.0280267,43145
0.0801037,41333.1
0.0681035,34784.1
0.0599305,27186.2
0.0594054,37182.5
0.074525,36708.5
0.075556,36289.9
0.061674,28497
0.0800104,31769.4
0.00711722,35732.5
0.0637372,36703.2
0.187159,43169.9
0.0431223,27823.2
0.0307323,31181.2
0.0878,28791.9
0.0511079,31884.4
0.0841774,29186.8
0.0950437,34112
0.0384651,35710
0.0357984,29204
0.0786337,37630
0.0590861,31440.6
0.0528935,40011.8
0.0188272,30990.7
0.0264477,31298.6
0.0089018,33756
0.0184989,32123.9
0.0460435,29091.7
0.269888,33229
0.0438169,36827.7
0.0357477,37675.7
0.0217248,29363.1
0.0388904,37406.4
0.0680702,36020.8
0.0184775,34958.2
0.0602466,33251.9
0.0413065,32871.9
0.0569936,31694.4
0.0454909,33820.3
0.0224329,31274.1
0.0199704,32482.4
0.118334,34344.8
0.0498023,36485.1
0.046459,34598.7
0.0332739,36507.1
0.0193186,26457.9
0.0276042,29834.6
0.0357424,31420.2
0.0383474,35974
0.071117,35686.2
0.0650737,35204.9
0.117999,33590.8
0.0820213,37270.3
0.154324,41308.5
0.042832,35483.7
0.0156542,32478.7
0.0405378,35399
0.0444129,34306.6
0.0303478,30365
0.0214933,35109.1
0.143093,40935.2
0.0375527,37643.5
0.0419411,33293.1
0.0379907,34471.6
0.0321362,31386.4
0.012441,27688
0.0733618,31073.6
0.0415125,35368.1
0.177947,36987.7
0.0293697,35779.7
0.043481,30213.8
0.101325,39639.9
0.0415371,32557.3
0.0264655,34684.2
0.0347342,36278.2
0.0396582,43533.5
0.0381421,38312.5
0.0413707,34599.8
0.0250374,30810
0.0470732,33948.2
0.0627646,38333.8
0.0435587,30055
0.0678059,37351
0.058435,35554.9
0.0223708,31843
0.0451852,31796
0.057881,38278.7
0.0530294,37791.7
0.0412556,30510.3
0.065551,31778.8
0.0445118,35911.8
0.0408113,31863.1
0.0284473,31930.6
0.0141319,35011.2
0.0747001,34295.1
0.0159347,37185.7
0.0320082,36730.5
0.0506184,34231.5
0.0268313,27548
0.091046,36435.7
0.0250295,29945.1
0.0599403,28831.5
0.080686,33002.2
0.0578465,33998.1
0.0602161,34512
0.0208976,32966.9
0.0317413,28353.5
0.0955402,33111.4
0.00820819,37648.1
0.0952543,33728.3
0.0126512,32716.3
0.0300528,34338.4
0.0662299,37012.3
0.0803592,34197.5
0.00317684,28826.3
0.0325559,36602.9
0.0674654,35768.3
0.0425101,32793.1
0.0381401,38204.4
0.0410521,36393.3
0.0465696,29770.5
0.0988984,39039.7
0.0232464,30110.1
0.0726519,31088.9
0.0326453,31247.3
0.0755677,32241.6
0.0757154,34987
0.0175551,31704.9
0.0354821,31199.3
0.11975,30162.9
0.0262704,33013
0.0159419,33921.2
0.0826235,32567
0.0386819,36221.9
0.0389982,33185.1
0.00735992,31531
0.0477585,32631.8
